id,declarationId,type,hsCode,description,originCountry,destinationCountry,value,currency,weight,declarantTin,declarantName,portOfEntry,date,status,getFundLevy,nhilLevy,covidLevy,vatRate,ecowasOrigin,atgApplicable,sector,riskScore,violationCount,recoveryAmount
DECL-000048,D202519532,import,52070000,"Yarn of cotton, containing less than 85% by weight of cotton",DE,GH,117555.4,USD,9251.99,TIN9953695,"West Africa Company Ltd",TAKORADI,2025-05-26,flagged,2938.885,2938.885,1175.5539999999999,15,false,false,textiles,68.84,1,57378.12
DECL-000049,D202537003,import,52050000,"Cotton waste (including yarn waste and garnetted stock)",US,TG,410608.86,USD,1375.45,TIN3159970,"West Africa Exports",TAMALE,2025-02-22,flagged,10265.2215,10265.2215,4106.0886,15,false,false,textiles,76.65,1,100691.11
DECL-000050,D202521818,transit,27111200,"Propane, liquefied",US,CI,422471.02,USD,26080.77,TIN2851142,"Tema Trading",TEMA,2024-10-29,flagged,10561.775500000002,10561.775500000002,4224.7102,15,false,true,petroleum,78.22,1,147502.24
DECL-000051,D202524687,transit,27132000,"Petroleum bitumen, petroleum coke",BJ,GH,370095.14,USD,20484.63,TIN9145818,"Takoradi Trading",TAKORADI,2025-04-22,flagged,9252.3785,9252.3785,3700.9514000000004,15,true,false,petroleum,87.26,1,147168.05
DECL-000052,D202510354,export,27101990,"Petroleum oils and oils obtained from bituminous minerals (other)",BF,BF,178143.49,USD,7567,TIN1608167,"Takoradi Group",TAKORADI,2025-12-10,flagged,4453.58725,4453.58725,1781.4349,15,true,true,petroleum,85.48,1,78592.93
DECL-000053,D202587165,transit,87032200,"Motor cars and motor wagons, with spark-ignition engine of > 1000cc & <= 1500cc",KR,TG,14175.2,USD,6656.34,TIN5436784,"Accra Imports",TAKORADI,2024-08-08,flagged,354.38000000000005,354.38000000000005,141.752,15,false,false,vehicles,84.01,1,6116.18
DECL-000054,D202563706,import,27111990,"Other liquefied petroleum gases",JP,TG,254414.28,USD,46482.31,TIN5283084,"ECOWAS Company Ltd",TAMALE,2024-01-20,flagged,6360.357,6360.357,2544.1428,15,false,true,petroleum,72.1,1,58752.51
DECL-000055,D202537630,export,27090010,"Petroleum oils and oils obtained from bituminous minerals, crude",BF,CI,109502.78,USD,46816.94,TIN5414880,"ECOWAS Imports",TAMALE,2025-03-24,flagged,2737.5695,2737.5695,1095.0278,15,true,true,petroleum,63.27,1,39104.46
DECL-000056,D202540583,export,52060000,"Yarn of cotton, containing 85% or more by weight of cotton",NE,CI,80250.87,USD,29468.71,TIN8430151,"West Africa Company Ltd",KUMASI,2025-06-17,flagged,2006.2717499999999,2006.2717499999999,802.5087,15,true,false,textiles,80.39,1,37297.73
DECL-000057,D202526936,export,87019000,"Motor vehicles for the transport of goods",BJ,BF,197401.07,USD,40393.67,TIN5819729,"Ghana Enterprises",KUMASI,2024-04-19,flagged,4935.026750000001,4935.026750000001,1974.0107,15,true,false,vehicles,82.17,1,36799.99
DECL-000058,D202545873,import,87032300,"Motor cars and motor wagons, with spark-ignition engine of > 1500cc & <= 3000cc",BJ,TG,310777.67,USD,26153.34,TIN7721161,"Ghana Trading",TEMA,2025-09-16,flagged,7769.44175,7769.44175,3107.7767,15,true,false,vehicles,75.28,1,87223.61
DECL-000059,D202565781,import,52060000,"Yarn of cotton, containing 85% or more by weight of cotton",NE,TG,178993.56,USD,23359.62,TIN9767641,"West Africa International",KOTOKA,2025-04-11,approved,4474.839,4474.839,1789.9356,15,true,false,textiles,16.66,0,0
DECL-000060,D202573812,export,27132000,"Petroleum bitumen, petroleum coke",KR,BF,372399.93,USD,35663.11,TIN9498847,"ECOWAS Trading",KUMASI,2025-08-18,approved,9309.99825,9309.99825,3723.9993,15,false,true,petroleum,25.06,0,0
DECL-000061,D202592719,import,87032400,"Motor cars and motor wagons, with spark-ignition engine of > 3000cc",SN,TG,287661.21,USD,30582.91,TIN6453898,"Takoradi Enterprises",KOTOKA,2024-12-24,approved,7191.530250000001,7191.530250000001,2876.6121000000003,15,true,false,vehicles,13.91,0,0
DECL-000062,D202586635,import,27101990,"Petroleum oils and oils obtained from bituminous minerals (other)",SL,BF,253964.47,USD,46248.76,TIN4789351,"Takoradi Corporation",TAKORADI,2024-08-10,flagged,6349.11175,6349.11175,2539.6447000000003,15,true,true,petroleum,70.85,1,54987.24
DECL-000063,D202588731,transit,87032100,"Motor cars and motor wagons, with spark-ignition engine of <= 1000cc",KR,TG,391332.51,USD,33520.3,TIN6908488,"Takoradi Trading",KOTOKA,2025-10-05,flagged,9783.312750000001,9783.312750000001,3913.3251,15,false,false,vehicles,78.48,1,170997.46
DECL-000064,D202574375,transit,52050000,"Cotton waste (including yarn waste and garnetted stock)",BJ,CI,85473.16,USD,19146.31,TIN7072164,"West Africa Imports",TEMA,2024-01-29,flagged,2136.829,2136.829,854.7316000000001,15,true,false,textiles,85.5,1,15040.47
DECL-000065,D202529699,export,87032100,"Motor cars and motor wagons, with spark-ignition engine of <= 1000cc",NE,CI,136112.48,USD,33668.84,TIN4535484,"Tema Company Ltd",TEMA,2025-01-02,flagged,3402.8120000000004,3402.8120000000004,1361.1248,15,true,false,vehicles,73.92,1,51338.62
DECL-000066,D202586298,export,52060000,"Yarn of cotton, containing 85% or more by weight of cotton",NG,CI,300341.37,USD,5272.86,TIN9940117,"Ghana Enterprises",TAMALE,2024-01-01,flagged,7508.534250000001,7508.534250000001,3003.4137,15,true,false,textiles,89.6,1,68670.5
DECL-000067,D202530886,import,27101990,"Petroleum oils and oils obtained from bituminous minerals (other)",IN,GH,246223.37,USD,43058.35,TIN1831062,"Tema Trading",KOTOKA,2025-05-04,flagged,6155.58425,6155.58425,2462.2337,15,false,true,petroleum,61.32,1,60676.63
DECL-000068,D202573468,export,27132000,"Petroleum bitumen, petroleum coke",BF,BF,216153.71,USD,40645,TIN4791836,"Accra Enterprises",TAMALE,2024-11-22,flagged,5403.84275,5403.84275,2161.5371,15,true,true,petroleum,93.88,1,83490.97
DECL-000069,D202568131,transit,52010000,"Cotton, not carded or combed",DE,BF,440455.19,USD,41229.91,TIN5083654,"ECOWAS Exports",TEMA,2025-08-14,approved,11011.37975,11011.37975,4404.5519,15,false,false,textiles,12.56,0,0
DECL-000070,D202565622,import,87032400,"Motor cars and motor wagons, with spark-ignition engine of > 3000cc",BJ,GH,350062.38,USD,43274.87,TIN5916209,"Takoradi Trading",KOTOKA,2025-11-08,flagged,8751.559500000001,8751.559500000001,3500.6238000000003,15,true,false,vehicles,83.06,1,120017.87
DECL-000071,D202542110,transit,87032300,"Motor cars and motor wagons, with spark-ignition engine of > 1500cc & <= 3000cc",BJ,CI,223470.35,USD,18359.52,TIN5227151,"ECOWAS Trading",TAKORADI,2025-04-24,flagged,5586.758750000001,5586.758750000001,2234.7035,15,true,false,vehicles,87.42,1,65804.94
DECL-000072,D202583292,import,87019000,"Motor vehicles for the transport of goods",CN,BF,257847.91,USD,28783.02,TIN2545111,"Kumasi Corporation",KOTOKA,2025-03-01,approved,6446.19775,6446.19775,2578.4791,15,false,false,vehicles,33.41,0,0
DECL-000073,D202599487,export,87032400,"Motor cars and motor wagons, with spark-ignition engine of > 3000cc",BR,BF,182064.35,USD,49572.59,TIN1719538,"Tema International",KOTOKA,2025-01-29,flagged,4551.60875,4551.60875,1820.6435000000001,15,false,false,vehicles,76.94,1,21219.71
DECL-000074,D202556470,import,52030000,"Cotton, carded or combed",KR,GH,18995.63,USD,47824.56,TIN2869041,"Kumasi Enterprises",KUMASI,2025-01-19,approved,474.89075,474.89075,189.95630000000003,15,false,false,textiles,26.06,0,0
DECL-000075,D202538762,export,52030000,"Cotton, carded or combed",DE,GH,64799.7,USD,46705,TIN7138699,"ECOWAS Imports",KUMASI,2024-10-10,approved,1619.9925,1619.9925,647.997,15,false,false,textiles,35.19,0,0
DECL-000076,D202578506,transit,27111200,"Propane, liquefied",SL,GH,382443.87,USD,14694.63,TIN1201006,"Ghana Enterprises",KUMASI,2025-12-29,approved,9561.09675,9561.09675,3824.4387,15,true,false,petroleum,14.05,0,0
DECL-000077,D202551807,export,87032300,"Motor cars and motor wagons, with spark-ignition engine of > 1500cc & <= 3000cc",BR,TG,369428.56,USD,31393.37,TIN6886978,"Kumasi Enterprises",TEMA,2025-11-30,flagged,9235.714,9235.714,3694.2856,15,false,false,vehicles,92.65,1,68079.64
DECL-000078,D202532734,export,52030000,"Cotton, carded or combed",BJ,GH,318789.98,USD,27044.41,TIN9641777,"Accra Company Ltd",TEMA,2025-08-14,approved,7969.7495,7969.7495,3187.8997999999997,15,true,false,textiles,20.09,0,0
DECL-000079,D202527808,export,52050000,"Cotton waste (including yarn waste and garnetted stock)",NG,TG,118079.08,USD,40050.58,TIN5556568,"Ghana Enterprises",KUMASI,2025-07-21,approved,2951.9770000000003,2951.9770000000003,1180.7908,15,true,false,textiles,19.88,0,0
DECL-000080,D202555753,transit,27101990,"Petroleum oils and oils obtained from bituminous minerals (other)",GB,GH,192757.76,USD,33870.84,TIN4644966,"Kumasi Trading",TAKORADI,2024-09-14,approved,4818.944,4818.944,1927.5776,15,false,true,petroleum,28.79,0,0
DECL-000081,D202573863,transit,87032100,"Motor cars and motor wagons, with spark-ignition engine of <= 1000cc",JP,TG,118130.45,USD,40804.42,TIN6123633,"Ghana Group",KOTOKA,2025-02-01,flagged,2953.26125,2953.26125,1181.3045,15,false,false,vehicles,69.26,1,44795.11
DECL-000082,D202513686,transit,27111990,"Other liquefied petroleum gases",SN,TG,130283.1,USD,21558.63,TIN7024301,"Takoradi Corporation",TAKORADI,2025-04-29,flagged,3257.0775000000003,3257.0775000000003,1302.8310000000001,15,true,true,petroleum,74.46,1,64953.93
DECL-000083,D202548273,export,52030000,"Cotton, carded or combed",CN,TG,325813.47,USD,44849.53,TIN5249610,"West Africa Group",KUMASI,2025-12-26,approved,8145.3367499999995,8145.3367499999995,3258.1346999999996,15,false,false,textiles,26.23,0,0
DECL-000084,D202519200,import,27132000,"Petroleum bitumen, petroleum coke",KR,GH,190424.22,USD,9652.85,TIN7077198,"Kumasi Imports",KOTOKA,2024-10-09,approved,4760.605500000001,4760.605500000001,1904.2422000000001,15,false,true,petroleum,17.18,0,0
DECL-000085,D202593903,export,87032100,"Motor cars and motor wagons, with spark-ignition engine of <= 1000cc",BF,CI,473649.3,USD,10279.57,TIN6150434,"Accra Company Ltd",KUMASI,2025-11-13,flagged,11841.2325,11841.2325,4736.493,15,true,false,vehicles,64.75,1,162409.4
DECL-000086,D202556125,import,52070000,"Yarn of cotton, containing less than 85% by weight of cotton",GB,TG,24366.4,USD,41501.58,TIN4703361,"Accra Group",TAKORADI,2024-10-18,flagged,609.1600000000001,609.1600000000001,243.66400000000002,15,false,false,textiles,80.71,1,9717.1
DECL-000087,D202556556,transit,87032300,"Motor cars and motor wagons, with spark-ignition engine of > 1500cc & <= 3000cc",BF,CI,69140.23,USD,32144.37,TIN9402259,"Kumasi International",KOTOKA,2025-05-23,flagged,1728.50575,1728.50575,691.4023,15,true,false,vehicles,68.78,1,31240.34
DECL-000088,D202585939,transit,52070000,"Yarn of cotton, containing less than 85% by weight of cotton",GB,TG,366463.74,USD,46100.89,TIN9755563,"Tema Trading",KOTOKA,2025-07-13,approved,9161.5935,9161.5935,3664.6374,15,false,false,textiles,30.19,0,0
DECL-000089,D202515994,transit,52010000,"Cotton, not carded or combed",NG,BF,474371.75,USD,30370.58,TIN3507362,"Accra Trading",KOTOKA,2024-04-02,approved,11859.29375,11859.29375,4743.7175,15,true,false,textiles,32.57,0,0
DECL-000090,D202548653,transit,27090010,"Petroleum oils and oils obtained from bituminous minerals, crude",NG,GH,182233.45,USD,30213.58,TIN6517954,"Kumasi Exports",KUMASI,2024-05-10,flagged,4555.83625,4555.83625,1822.3345000000002,15,true,false,petroleum,91.68,1,54428.4
DECL-000091,D202562897,import,87032300,"Motor cars and motor wagons, with spark-ignition engine of > 1500cc & <= 3000cc",US,BF,342349.03,USD,7875.33,TIN4008990,"Tema Enterprises",KOTOKA,2024-10-19,approved,8558.725750000001,8558.725750000001,3423.4903000000004,15,false,false,vehicles,17.68,0,0
DECL-000092,D202512954,transit,52060000,"Yarn of cotton, containing 85% or more by weight of cotton",KR,TG,361945.35,USD,20162.24,TIN8554372,"ECOWAS Imports",TAKORADI,2024-08-21,approved,9048.633749999999,9048.633749999999,3619.4534999999996,15,false,false,textiles,36.36,0,0
DECL-000093,D202559262,import,52050000,"Cotton waste (including yarn waste and garnetted stock)",JP,GH,205336.07,USD,26655.59,TIN2749896,"Ghana International",KOTOKA,2024-04-18,approved,5133.401750000001,5133.401750000001,2053.3607,15,false,false,textiles,19.96,0,0
DECL-000094,D202576583,export,27111200,"Propane, liquefied",BJ,CI,385633.25,USD,32185.05,TIN4046763,"Takoradi Company Ltd",TEMA,2024-06-04,approved,9640.831250000001,9640.831250000001,3856.3325,15,true,true,petroleum,38.57,0,0
DECL-000095,D202513737,import,52050000,"Cotton waste (including yarn waste and garnetted stock)",NE,GH,113476.48,USD,9043.32,TIN8099397,"Tema International",TAKORADI,2024-03-17,flagged,2836.9120000000003,2836.9120000000003,1134.7648,15,true,false,textiles,60.7,1,25955.67
DECL-000096,D202557833,export,52010000,"Cotton, not carded or combed",SN,TG,11087.45,USD,5391.43,TIN8140239,"Tema Exports",TEMA,2025-02-01,flagged,277.18625000000003,277.18625000000003,110.87450000000001,15,true,false,textiles,60.86,1,4926.46
DECL-000097,D202530672,export,52050000,"Cotton waste (including yarn waste and garnetted stock)",CN,BF,126332.49,USD,18759.87,TIN7724569,"Tema Imports",TAKORADI,2025-03-27,flagged,3158.3122500000004,3158.3122500000004,1263.3249,15,false,false,textiles,82.77,1,50150.68
DECL-000098,D202586827,import,27101990,"Petroleum oils and oils obtained from bituminous minerals (other)",SN,CI,65818.07,USD,27743.53,TIN4477774,"Kumasi Imports",TEMA,2024-10-31,flagged,1645.4517500000002,1645.4517500000002,658.1807000000001,15,true,true,petroleum,75.46,1,32530.95
DECL-000099,D202591724,transit,52050000,"Cotton waste (including yarn waste and garnetted stock)",DE,BF,241198.26,USD,49042.7,TIN2817952,"Kumasi Corporation",KUMASI,2024-12-10,flagged,6029.9565,6029.9565,2411.9826000000003,15,false,false,textiles,71.53,1,70048.6
DECL-000100,D202599544,transit,87019000,"Motor vehicles for the transport of goods",NE,BF,28392.54,USD,31391.68,TIN8883845,"Accra Trading",KOTOKA,2024-03-24,flagged,709.8135000000001,709.8135000000001,283.9254,15,true,false,vehicles,80.61,1,9869.55
DECL-000101,D202561955,transit,52060000,"Yarn of cotton, containing 85% or more by weight of cotton",TG,CI,320948.39,USD,7083.62,TIN9024631,"Accra Trading",TEMA,2024-11-29,approved,8023.709750000001,8023.709750000001,3209.4839,15,true,false,textiles,26.44,0,0
DECL-000102,D202572849,import,52050000,"Cotton waste (including yarn waste and garnetted stock)",US,TG,27811.3,USD,4195.77,TIN5188085,"Accra Group",TAKORADI,2024-07-12,approved,695.2825,695.2825,278.113,15,false,false,textiles,39.45,0,0
